Key,Price
YL1MS,314.73
BNINK,557.34
0GDM4,1.55
JN7EQ,817.80
ML9FJ,201.43
16ER6,470.58
43WDE,115.57
CR1VK,496.34
M10ZN,470.76
G5J52,733.75
UMPA8,292.00
A9CDA,801.46
4KQ11,487.74
P6D9C,607.06
4U9SO,683.47
VI5J7,286.51
K500D,663.29
GVR8Y,82.22
V4S09,845.82
NOGA4,706.93
OFQ0M,801.83
WLF36,770.19
ADGI3,150.45
I06ZN,805.65
OPO9Z,504.06
8ECB2,870.30
6VPZ8,952.01
SEOTD,989.94
XLA2I,84.14
24WQT,966.28
JXD3H,912.30
X4O5A,775.27
LPG2L,182.44
54ZG4,182.81
S1N8A,189.29
SD0QG,990.70
Z61EP,797.46
1X2KI,565.16
FDL7E,699.81
193F5,253.56
IA7NF,546.53
YBZRC,218.60
BEQJO,64.95
2W715,720.28
546EH,468.03
AV8P6,19.05
MXU4O,517.20
9MDAT,471.13
MBSFS,272.73
9KDSW,180.39
Z3TDO,125.58
7SV8Z,680.58
4QG2F,118.82
TCZ96,353.79
CKWOA,273.18
YOM85,544.54
2V0XK,406.89
V5R35,195.90
AMYQI,313.74
UT9AU,331.12
C0ELI,518.57
PBMBF,125.62
AYTUH,412.20
DMP3Q,504.48
